model,seed,n_train,n_test,n_features,n_qubits,train_time_s,predict_time_s,profile_fit_distance_s,profile_fit_encode_s,profile_fit_encoder_setup_s,profile_fit_estimator_s,profile_fit_similarity_s,profile_fit_standardize_s,profile_predict_distance_s,profile_predict_encode_s,profile_predict_estimator_predict_s,profile_predict_score_s,profile_predict_similarity_s,profile_predict_standardize_s,profile_predict_vote_s,profile_train_predict_distance_s,profile_train_predict_estimator_predict_s,profile_train_predict_score_s,profile_train_predict_vote_s
svm_classical,42,13562,2000,10,,0.710957850998966,0.2270134020000114,,,,0.7109475519973785,,,,,0.11395262199948775,0.11305292099859798,,,,,0.7700626470032148,0.7672778319974896,
svm_classical,43,13562,2000,10,,0.6456757010018919,0.2324736330047017,,,,0.6456679820039426,,,,,0.11680230899946764,0.11566132699954323,,,,,0.7867144949996145,0.7929146120004589,
svm_classical,44,13562,2000,10,,0.6371644690007088,0.2339370530025917,,,,0.6371566369998618,,,,,0.11765485299838474,0.11627350400522118,,,,,0.7890151259998675,0.7859287540049991,
state_svm_angle,42,13562,2000,10,10,8.861046011996223,1.508774200003245,,2.383800103001704,0.0004873099969699979,0.3676924390019849,6.108905790999415,,,0.39437887800158933,0.03171669999574078,0.040654856005858164,1.0406059569941135,,,,0.21200954399682814,0.27646564400492935,
state_svm_angle,43,13562,2000,10,10,8.8491184049999,1.505922639000346,,2.3950197670055786,0.0002162750024581328,0.3532453070001793,6.100490242999513,,,0.39391213199996855,0.03168486600043252,0.04123372199683217,1.0385449309978867,,,,0.21332799299852923,0.28108002000226406,
state_svm_angle,44,13562,2000,10,10,8.93535929799691,1.534772562001308,,2.515742051000416,0.0002273980062454939,0.37028325899882475,6.048955381003907,,,0.4040603980029118,0.03261880300124176,0.04166632000124082,1.0555518330002087,,,,0.21726131900504697,0.2825639240036253,
state_svm_amplitude,42,13562,2000,10,4,3.444559682000545,0.5036177829970256,,1.790297608000401,0.0002514690058887936,0.6278530470008263,1.0260952780008665,,,0.23945596100384137,0.03755275800358504,0.04712899000151083,0.17901844900188735,,,,0.24362545300391503,0.3068897650009603,
state_svm_amplitude,43,13562,2000,10,4,3.435783664994233,0.5136680869982229,,1.8015356469986727,0.00024358299560844898,0.5668352329957997,1.0671236090056482,,,0.23727484900155105,0.03509832700365223,0.044562149996636435,0.1963133680037572,,,,0.237173885005177,0.3054481350045535,
state_svm_amplitude,44,13562,2000,10,4,3.3943501920002745,0.5067603530042106,,1.7126939789959579,0.00023887799761723727,0.6042768939951202,1.0770887410035357,,,0.23801073399954475,0.03996014400036074,0.045057884002744686,0.18323236900323536,,,,0.2502544509989093,0.3082111210023868,
hybrid_svm_angle,42,13562,2000,10,10,4.526882792000833,0.8288168590006535,,3.7235563909998746,0.00026175499806413427,0.8015635170013411,,0.0013567880014306866,,0.5654780109980493,0.13161504000163404,0.1314335770002799,,0.0002767810001387261,,,0.892167996003991,0.8885041889952845,
hybrid_svm_angle,43,13562,2000,10,10,4.88740561799932,0.846308633001172,,4.158448907997808,0.00024213799770222977,0.7273094940028386,,0.0012676059996010736,,0.5800115120000555,0.1331460489964229,0.13286173500091536,,0.00027104800392407924,,,0.9004492620006204,0.8977822209999431,
hybrid_svm_angle,44,13562,2000,10,10,4.626575814996613,0.8517945920029888,,3.8970229850019678,0.00023679900186834857,0.7278677169961156,,0.0013108300045132637,,0.5826394140021876,0.13446903800650034,0.13439569999900414,,0.00027914700331166387,,,0.906638064996514,0.9044881489971885,
hybrid_svm_amplitude,42,13562,2000,10,4,3.340043713003979,0.5824695609990158,,2.3044795139940106,0.000206051001441665,1.0344469859992387,,0.0008812779997242615,,0.29481425900303293,0.1437850940055796,0.1435603580030147,,0.00029535400244640186,,,0.9724716400014586,0.9705408560039359,
hybrid_svm_amplitude,43,13562,2000,10,4,3.269478704998619,0.7451048490038374,,2.3231419020012254,0.00020381400099722669,0.9449455930007389,,0.0011572559960768558,,0.44124745299632195,0.16028302499762503,0.1431520609985455,,0.00040849699871614575,,,0.9747550989995943,0.9890959469994414,
hybrid_svm_amplitude,44,13562,2000,10,4,3.330144575003942,0.58880887900159,,2.3642463779979153,0.00019725099991774186,0.9646653229938238,,0.0010123230022145435,,0.2985632039999473,0.14496274400153197,0.1450331259984523,,0.00023810400307411328,,,0.9802476210024906,0.984245767001994,
photonic_hybrid_svm_angle,42,13562,2000,120,,1.5786249110024073,0.5334203230013372,,0.053618320998793934,,1.5131464350051829,,0.011829349998151883,,0.009249181995983236,0.2613502329986659,0.26206101500429213,,0.0007449910044670105,,,1.7571555489994353,1.7558610580017557,
photonic_hybrid_svm_angle,43,13562,2000,120,,1.3719794799981173,0.5400932479969924,,0.05304609399900073,,1.3071478419951745,,0.011757841995859053,,0.008802365999144968,0.26546567699551815,0.26509613200323656,,0.0007100810034899041,,,1.7873532329977024,1.7795483649970265,
photonic_hybrid_svm_angle,44,13562,2000,120,,1.479395412003214,0.539506718996563,,0.05068857800506521,,1.4169680790000712,,0.011710083002981264,,0.009484044996497687,0.2650301799949375,0.26424541100277565,,0.0007350320011028089,,,1.796940647996962,1.7900155559982522,
photonic_hybrid_svm_amplitude,42,13562,2000,10,,0.9546213990033721,0.31321488600224257,,0.020400701003381982,,0.9320578629994998,,0.0021435710004880093,,0.0037084229988977313,0.1549538369945367,0.15429261199460598,,0.00024411499907728285,,,1.0487652420051745,1.043735908002418,
photonic_hybrid_svm_amplitude,43,13562,2000,10,,0.9133567680037231,0.3144989969950984,,0.025133438997727353,,0.8857232279988239,,0.002480540999385994,,0.0037499770041904412,0.15544404800311895,0.1550234329988598,,0.00027039199630962685,,,1.0491300439971383,1.0523803109972505,
photonic_hybrid_svm_amplitude,44,13562,2000,10,,0.9953481280026608,0.31752800100366585,,0.020336189001682214,,0.9730363900016528,,0.001961406996997539,,0.004008363997854758,0.15686635600286536,0.1563822230018559,,0.0002593059980426915,,,1.0626437729952158,1.058826909000345,
photonic_state_svm_angle,42,13562,2000,10,,1.9504788230042323,0.3271307009999873,,0.06505777999700513,,0.3316572969997651,1.5537308159982786,,,0.009504338006081525,0.031232364002789836,0.04095997200056445,0.24498616499477066,,,,0.21183581199875334,0.2772344830009388,
photonic_state_svm_angle,43,13562,2000,10,,1.9521797880006488,0.3258090329982224,,0.06348123200586997,,0.32088668800133746,1.5677862679949612,,,0.009236160993168596,0.031493315000261646,0.04085666500031948,0.24373910600115778,,,,0.21105141600128263,0.27683206599613186,
photonic_state_svm_angle,44,13562,2000,10,,1.9166885249942425,0.3230163580010412,,0.06336498300515814,,0.32987891099764965,1.5234133170015411,,,0.009143777999270242,0.0318988660001196,0.041281685000285506,0.2402267799989204,,,,0.21368723399791634,0.27975754200451775,
knn_classical,42,13562,2000,10,,0.010315564999473281,0.031936889005010016,,,,0.010307666001608595,,,,,0.016162420994078275,0.015768934004881885,,,,,0.09937657300179126,0.09712770499754697,
knn_classical,43,13562,2000,10,,0.010394088996690698,0.030624192993855104,,,,0.01038650400005281,,,,,0.015492074002395384,0.01512719599850243,,,,,0.09586619699985022,0.09489410700189183,
knn_classical,44,13562,2000,10,,0.010716856995713897,0.030617789998359513,,,,0.010707439003454056,,,,,0.015491627003939357,0.01512026900309138,,,,,0.09737415099516511,0.09593438600131776,
state_knn_angle,42,13562,2000,10,10,2.515532165998593,1.8073651820013765,,2.5149343049997697,0.00023531899933004752,,,,0.9987561050002114,0.390594822994899,4.201800038572401e-05,3.6743003875017166e-05,,,0.4163150470049004,6.447066041000653,0.0001462559957872145,2.539600245654583e-05,2.808828553002968
state_knn_angle,43,13562,2000,10,10,2.423724416999903,1.8369719059992349,,2.423164961997827,0.00022502500360133126,,,,1.0236041040043347,0.3939731880018371,3.9653001294936985e-05,3.440200089244172e-05,,,0.4176403789970209,5.966282642002625,0.00014638200082117692,2.0966996089555323e-05,2.87589195700275
state_knn_angle,44,13562,2000,10,10,2.524865987994417,1.776524717999564,,2.524308011998073,0.00022167900169733912,,,,1.0730462220017216,0.2902015700019547,3.7260004319250584e-05,3.9648999518249184e-05,,,0.4112386820052052,6.414817704004236,0.00014660900342278183,2.5084998924285173e-05,2.803423445999215
state_knn_amplitude,42,13562,2000,10,4,1.7247609960031696,0.9491404259970295,,1.7242814480050583,0.00023500899987993762,,,,0.20512900299945613,0.23605976500402903,3.650000144261867e-05,3.046300116693601e-05,,,0.5074132549998467,1.2417642639993574,0.0001469389972044155,2.5970999558921903e-05,3.3373387020037626
state_knn_amplitude,43,13562,2000,10,4,1.7218004879978253,1.0651239579965477,,1.72132954600238,0.00022686299780616537,,,,0.21362952899653465,0.3593684450024739,3.5180004488211125e-05,2.875300560845062e-05,,,0.49166294099995866,1.3028680349962087,0.0001467300025979057,2.5395005650352687e-05,3.3512287420016946
state_knn_amplitude,44,13562,2000,10,4,1.8283181169972522,0.9380311130007613,,1.8278483250032878,0.00020560299890348688,,,,0.21133301500231028,0.23615212400181917,3.9983002352528274e-05,4.184799763606861e-05,,,0.49008152600436006,1.2124180210012128,0.0001467080001020804,2.4327004211954772e-05,3.325267046006047
hybrid_knn_angle,42,13562,2000,10,10,3.8317773189992295,0.6183431180033949,,3.8197637100020074,0.0002453940032864921,0.010421314000268467,,0.0012194939990877174,,0.5828926789981779,0.017952488997252658,0.0171692149961018,,0.00031823100289329886,,,0.10700431100121932,0.1050207890002639,
hybrid_knn_angle,43,13562,2000,10,10,4.055369048001012,0.6321628289952059,,4.043351173000701,0.000205632000870537,0.010434290001285262,,0.0012461940059438348,,0.5954812560012215,0.01828494499932276,0.01811065500078257,,0.00027619100001174957,,,0.11269681200064952,0.10939922399848001,
hybrid_knn_angle,44,13562,2000,10,10,3.905258473001595,0.6259859220008366,,3.8930071529975976,0.0002293370052939281,0.010648674004187342,,0.0012516839997260831,,0.5909195880012703,0.017495601998234633,0.01729016199533362,,0.00027241600037086755,,,0.10828247800236568,0.10644026599766221,
hybrid_knn_amplitude,42,13562,2000,10,4,2.2170868600005633,0.4022193860000698,,2.211457742996572,0.00019313600205350667,0.004427708001458086,,0.0009887019987218082,,0.3920835820026696,0.005102119997900445,0.004778414004249498,,0.00024487300106557086,,,0.029084404995955992,0.027401608997024596,
hybrid_knn_amplitude,43,13562,2000,10,4,2.3509360419993754,0.31186133199662436,,2.3454505570043693,0.00020242699974915013,0.004410722998727579,,0.00084755799616687,,0.3009607389976736,0.00559684000472771,0.0050376569997752085,,0.00025549600104568526,,,0.03252036699996097,0.030897672004357446,
hybrid_knn_amplitude,44,13562,2000,10,4,2.253335154004162,0.4207554849999724,,2.247211462999985,0.00021607999951811507,0.004887613999017049,,0.0009996049993787892,,0.4104430719962693,0.005282308004098013,0.004771273001097143,,0.0002503099967725575,,,0.02992444799747318,0.028142490999016445,
photonic_hybrid_knn_angle,42,13562,2000,120,,1.5063794730012887,0.5868753840040881,1.3028067819977878,0.0028772520017810166,,0.1902693630036083,,0.010391673000412993,0.19964263500150992,1.9706996681634337e-05,0.1934407389999251,0.19259385999612277,,0.0007175530045060441,,,0.910829726002703,0.8659005509980489,
photonic_hybrid_knn_angle,43,13562,2000,120,,1.5516392259960412,0.5825949889986077,1.3467356269975426,0.002830329001881182,,0.19069388599746162,,0.011348118998284917,0.20324629500100855,1.8582002667244524e-05,0.18883081099920673,0.18931348299520323,,0.0007171019969973713,,,0.8257266010041349,0.824523365998175,
photonic_hybrid_knn_angle,44,13562,2000,120,,1.5590638190042228,0.5706654950045049,1.3513808819989208,0.0030023299987078644,,0.19384438200359,,0.010805660996993538,0.20238594300462864,1.9802995666395873e-05,0.18372522600111552,0.1833401670010062,,0.0007393910054815933,,,0.7985548180004116,0.7960343190061394,
photonic_hybrid_knn_amplitude,42,13562,2000,10,,1.4502289400043082,0.5794158759963466,1.2573803060004138,0.0012792799971066415,,0.18950323900207877,,0.0020358490000944585,0.18757589899905724,2.6067995349876583e-05,0.1993422079976881,0.19172905400046147,,0.0002781709990813397,,,0.8226806310049142,0.8195891399955144,
photonic_hybrid_knn_amplitude,43,13562,2000,10,,1.4981271409997134,0.5689453939994564,1.302607406003517,0.0011956509988522157,,0.19226075500046136,,0.0020321569973020814,0.18352548700204352,2.6909001462627202e-05,0.19331655799760483,0.19137189599859994,,0.00026724499912234023,,,0.8434305100017809,0.8533626289936365,
photonic_hybrid_knn_amplitude,44,13562,2000,10,,1.4772597579940339,0.5547268029986299,1.2812283730017953,0.0011570220012799837,,0.19289375399966957,,0.0019506329990690574,0.18754756799899042,2.6077999791596085e-05,0.18370679399959045,0.18272885300393682,,0.0002800049987854436,,,0.7886692329993821,0.7890237050014548,
photonic_state_knn_angle,42,13562,2000,10,,2.088160280996817,0.6925401190019329,0.3967215929951635,0.00298262300202623,,0.18954022300022189,1.498885312998027,,0.05915844799892511,1.907299883896485e-05,0.19008893700083718,0.1906412820026162,0.25159187400277006,,,,0.8437185360016883,0.8433930980027071,
photonic_state_knn_angle,43,13562,2000,10,,2.169137076998595,0.6992635159986094,0.4024584489961853,0.002943548999610357,,0.19285032199695706,1.5708544590015663,,0.06010182399768382,2.5661000108812004e-05,0.18865328300307738,0.18813800600037212,0.26134258700039936,,,,0.824064795000595,0.8234233479961404,
photonic_state_knn_angle,44,13562,2000,10,,2.0966362539984402,0.6751060120004695,0.4048394350029412,0.003126349998638034,,0.19410466100089252,1.4945334580042982,,0.060241747996769845,1.818699820432812e-05,0.18258805400546407,0.18202350600040518,0.24927126800321275,,,,0.7848251390023506,0.7816771660000086,
